source_id,target_id,relation_type,relation_content
380,956,location,China
380,956,type,Other
380,994,location,China
380,994,loss,Other
380,1000,location,China
380,1000,type,Other
380,1002,location,China
380,1002,type,Other
380,1002,loss,Other
380,1002,scale,Huge
380,1005,location,China
380,1005,type,Other
380,1056,location,China
380,1059,type,Other
380,1085,location,China
380,1085,type,Other
380,1085,scale,Huge
380,1088,scale,Huge
380,1173,location,China
380,1224,loss,Other
380,1228,location,China
380,1228,type,Other
380,1235,type,Other
380,1235,scale,Huge
380,1248,location,China
380,1248,index,Acceleration and Velocity
380,1248,scale,Huge
380,1271,scale,Huge
380,1281,location,China
380,1281,type,Other
380,1298,scale,Huge
380,1339,control,Other
380,1347,type,Other
380,1380,location,China
380,1380,type,Other
380,1380,loss,Other
380,1384,scale,Huge
380,1410,type,Other
380,1410,loss,Other
380,1429,type,Other
380,1431,location,China
380,1431,scale,Huge
380,1455,location,China
380,1463,location,China
380,1463,type,Other
380,1472,control,Other
380,1487,type,Other
380,1491,location,China
380,1491,type,Other
380,1494,loss,Other
380,1521,type,Other
380,1535,index,Acceleration and Velocity
380,1535,scale,Huge
380,1575,location,"China,Tibet"
380,1575,type,Other
380,1575,loss,Other
380,1575,scale,Huge
380,1636,location,China
380,1678,type,Other
380,1678,loss,Other
380,1690,location,China
380,1690,scale,Huge
380,1693,location,China
380,1698,location,China
380,1701,location,China
380,1701,scale,Huge
380,1702,loss,Other
380,1704,location,China
380,1704,type,Other
380,1704,scale,Huge
380,1712,location,China
380,1712,type,Other
380,1714,loss,Other
380,1728,loss,Other
380,1728,index,Acceleration and Velocity
380,1743,location,China
380,1753,location,China
380,1766,type,Other
380,1766,loss,Other
380,1795,location,China
380,1795,loss,Other
380,1814,location,China
380,1814,loss,Other
380,1814,control,Other
380,1849,location,China
380,1849,type,Other
380,1849,loss,Other
380,1849,scale,Huge
380,1850,location,China
380,1865,location,China
380,1865,loss,Other
380,1866,location,China
380,1866,loss,Other
380,1866,control,Other
380,1888,scale,Huge
380,1899,location,China
380,1899,loss,Other
380,1900,location,China
380,1900,type,Other
380,1910,location,China
380,1910,type,Other
380,1910,control,Other
380,1915,location,China
380,1915,type,Other
380,1948,location,China
380,1974,location,China
380,1974,type,Other
380,1974,scale,Huge
380,1975,location,China
380,1975,type,Other
380,1975,loss,Other
380,2019,location,China
380,2023,location,China
380,2023,scale,Huge
392,425,time,"('1999-01-01', '1999-12-31')"
392,425,location,"China,Taiwan,南投縣"
392,425,loss,Other
392,437,loss,Other
392,437,method,Modeling and Analysis
392,459,location,"China,Taiwan,南投縣"
392,468,location,China
392,468,loss,Other
392,468,index,Volume
392,501,location,China
392,501,method,Modeling and Analysis
392,502,index,Volume
392,513,location,China
392,513,loss,Other
392,534,time,"('1999-12-15', '1999-12-16')"
392,548,method,Modeling and Analysis
392,549,method,Modeling and Analysis
392,586,location,China
392,586,index,Volume
392,586,method,Modeling and Analysis
392,589,loss,Other
392,603,location,China
392,603,loss,Other
392,603,method,Modeling and Analysis
392,613,loss,Other
392,661,loss,Other
392,661,index,Volume
392,701,time,"('1999-01-01', '1999-12-31')"
392,705,time,"('1999-09-21', '1999-09-21')"
392,705,location,"China,Taiwan,南投縣"
392,706,index,Volume
392,756,time,"('1999-01-01', '1999-12-31')"
392,756,index,Volume
392,784,time,"('1999-01-01', '1999-12-31')"
392,784,location,"China,Taiwan"
392,793,method,Modeling and Analysis
392,811,location,China
392,811,loss,Other
392,819,index,Volume
392,831,location,China
392,841,index,Volume
392,841,method,Modeling and Analysis
392,858,location,China
392,858,index,Volume
392,861,time,"('1999-01-01', '1999-12-31')"
392,861,method,Modeling and Analysis
392,863,location,China
392,884,location,China
392,884,method,Modeling and Analysis
392,911,loss,Other
392,911,index,Volume
392,922,loss,Other
392,922,index,Volume
392,943,location,China
392,956,time,"('1999-06-01', '1999-08-31')"
392,956,location,"China,Taiwan,南投縣"
392,994,location,China
392,994,loss,Other
392,1000,location,China
392,1002,location,China
392,1002,loss,Other
392,1005,location,China
392,1056,location,China
392,1056,method,Modeling and Analysis
392,1085,location,China
392,1127,time,"('1999-01-01', '1999-12-31')"
392,1173,location,China
392,1224,loss,Other
392,1224,index,Volume
392,1228,location,"China,Taiwan"
392,1235,index,Volume
392,1248,location,China
392,1248,method,Modeling and Analysis
392,1271,time,"('1999-06-01', '1999-08-31')"
392,1281,location,China
392,1281,method,Modeling and Analysis
392,1339,index,Volume
392,1339,method,Modeling and Analysis
392,1380,location,China
392,1380,loss,Other
392,1410,loss,Other
392,1410,method,Modeling and Analysis
392,1431,location,China
392,1431,method,Modeling and Analysis
392,1455,location,China
392,1463,location,China
392,1463,method,Modeling and Analysis
392,1487,index,Volume
392,1491,location,China
392,1491,index,Volume
392,1494,loss,Other
392,1540,method,Modeling and Analysis
392,1575,location,China
392,1575,loss,Other
392,1575,method,Modeling and Analysis
392,1636,time,"('1999-09-21', '1999-09-21')"
392,1636,location,"China,Taiwan,南投縣"
392,1678,loss,Other
392,1688,index,Volume
392,1690,location,"China,Taiwan"
392,1693,location,China
392,1693,index,Volume
392,1698,location,China
392,1698,method,Modeling and Analysis
392,1701,location,China
392,1701,method,Modeling and Analysis
392,1702,loss,Other
392,1704,location,China
392,1704,index,Volume
392,1704,method,Modeling and Analysis
392,1712,location,China
392,1712,index,Volume
392,1714,time,"('1999-01-01', '1999-12-31')"
392,1714,loss,Other
392,1728,loss,Other
392,1743,location,China
392,1753,location,China
392,1766,loss,Other
392,1795,location,"China,Taiwan,南投縣"
392,1795,loss,Other
392,1814,location,"China,Taiwan,南投縣"
392,1814,loss,Other
392,1849,location,China
392,1849,loss,Other
392,1849,method,Modeling and Analysis
392,1850,location,"China,Taiwan"
392,1865,location,China
392,1865,loss,Other
392,1865,method,Modeling and Analysis
392,1866,location,"China,Taiwan,南投縣"
392,1866,loss,Other
392,1888,time,"('1999-01-01', '1999-12-31')"
392,1899,location,China
392,1899,loss,Other
392,1900,location,China
392,1910,location,China
392,1915,location,China
392,1948,location,China
392,1974,location,China
392,1974,index,Volume
392,1974,method,Modeling and Analysis
392,1975,location,"China,Taiwan,南投縣"
392,1975,loss,Other
392,2019,location,"China,Taiwan,南投縣"
392,2023,location,China
392,2035,time,"('1999-09-13', '1999-09-13')"
392,2041,method,Modeling and Analysis
392,2066,method,Modeling and Analysis
414,454,loss,Huge Loss
414,465,loss,Huge Loss
414,501,loss,Huge Loss
414,534,loss,Huge Loss
414,548,loss,Huge Loss
414,549,loss,Huge Loss
414,552,loss,Huge Loss
414,586,loss,Huge Loss
414,586,factor,Other
414,705,loss,Huge Loss
414,705,factor,Other
414,725,loss,Huge Loss
414,756,factor,Other
414,793,loss,Huge Loss
414,793,factor,Other
414,831,loss,Huge Loss
414,831,factor,Other
414,911,factor,Other
414,943,loss,Huge Loss
414,956,factor,Other
414,1026,loss,Huge Loss
414,1026,factor,Other
414,1056,factor,Other
414,1088,loss,Huge Loss
414,1104,location,"Canada,British Columbia"
414,1104,loss,Huge Loss
414,1127,time,"('1963-01-01', '1963-12-31')"
414,1127,loss,Huge Loss
414,1235,loss,Huge Loss
414,1253,loss,Huge Loss
414,1281,loss,Huge Loss
414,1281,factor,Other
414,1298,loss,Huge Loss
414,1339,loss,Huge Loss
414,1349,loss,Huge Loss
414,1463,factor,Other
414,1472,loss,Huge Loss
414,1487,loss,Huge Loss
414,1487,factor,Other
414,1505,factor,Other
414,1521,loss,Huge Loss
414,1535,loss,Huge Loss
414,1608,loss,Huge Loss
414,1636,loss,Huge Loss
414,1690,loss,Huge Loss
414,1693,loss,Huge Loss
414,1693,factor,Other
414,1698,loss,Huge Loss
414,1702,location,"Canada,British Columbia"
414,1712,loss,Huge Loss
414,1714,time,"('1963-01-01', '1963-12-31')"
414,1728,location,"Canada,British Columbia,Squamish-Lillooet"
414,1743,factor,Other
414,1753,factor,Other
414,1888,factor,Other
414,1900,loss,Huge Loss
414,1915,factor,Other
414,1923,loss,Huge Loss
414,1974,loss,Huge Loss
414,1990,factor,Other
414,2019,loss,Huge Loss
414,2023,loss,Huge Loss
414,2041,loss,Huge Loss
414,2041,factor,Other
425,433,time,"('1991-09-01', '1991-09-30')"
425,437,time,"('2004-01-01', '2004-12-31')"
425,437,loss,Other
425,459,location,"China,Taiwan,南投縣"
425,465,time,"('1997-01-01', '1997-12-31')"
425,468,location,China
425,468,loss,Other
425,473,time,"('1996-01-01', '1996-12-31')"
425,501,location,China
425,502,scale,Slight
425,513,location,China
425,513,loss,Other
425,534,time,"('1999-12-15', '1999-12-16')"
425,548,scale,Slight
425,586,location,China
425,589,loss,Other
425,603,location,China
425,603,loss,Other
425,613,time,"('1995-02-01', '1995-02-28')"
425,613,loss,Other
425,661,loss,Other
425,701,time,"('1986-01-01', '2004-12-31')"
425,705,time,"('1999-09-21', '1999-09-21')"
425,705,location,"China,Taiwan,南投縣"
425,756,time,"('1986-01-01', '2004-12-31')"
425,784,time,"('1988-01-01', '2004-12-31')"
425,784,location,"China,Taiwan"
425,811,location,China
425,811,loss,Other
425,831,location,China
425,841,time,"('2003-01-10', '2003-01-10')"
425,858,location,China
425,861,time,"('1990-01-01', '2004-12-31')"
425,863,location,China
425,884,location,China
425,911,loss,Other
425,922,loss,Other
425,943,location,China
425,956,time,"('1999-06-01', '1999-08-31')"
425,956,location,"China,Taiwan,南投縣"
425,994,location,China
425,994,loss,Other
425,1000,location,China
425,1002,location,China
425,1002,loss,Other
425,1005,location,China
425,1005,scale,Slight
425,1056,location,China
425,1085,location,China
425,1127,time,"('1986-01-01', '2004-12-31')"
425,1173,location,China
425,1224,time,"('1987-06-01', '1987-08-31')"
425,1224,loss,Other
425,1228,time,"('2001-09-15', '2001-09-15')"
425,1228,location,"China,Taiwan"
425,1235,time,"('2002-09-20', '2002-09-20')"
425,1248,location,China
425,1271,time,"('1999-06-01', '1999-08-31')"
425,1281,location,China
425,1380,location,China
425,1380,loss,Other
425,1410,time,"('1998-01-01', '1998-12-31')"
425,1410,loss,Other
425,1431,location,China
425,1440,time,"('1997-12-26', '1997-12-26')"
425,1455,location,China
425,1463,location,China
425,1472,scale,Slight
425,1491,location,China
425,1494,loss,Other
425,1505,time,"('1998-05-01', '1998-05-31')"
425,1521,scale,Slight
425,1535,time,"('2002-09-01', '2002-09-30')"
425,1540,scale,Slight
425,1575,time,"('2000-04-09', '2000-04-09')"
425,1575,location,China
425,1575,loss,Other
425,1636,time,"('1999-09-21', '1999-09-21')"
425,1636,location,"China,Taiwan,南投縣"
425,1678,loss,Other
425,1690,location,"China,Taiwan"
425,1693,location,China
425,1698,location,China
425,1701,location,China
425,1702,time,"('2004-08-01', '2004-09-30')"
425,1702,loss,Other
425,1704,location,China
425,1712,time,"('1991-09-23', '1991-09-23')"
425,1712,location,China
425,1714,time,"('1986-01-01', '2001-12-31')"
425,1714,loss,Other
425,1728,loss,Other
425,1743,location,China
425,1753,location,China
425,1753,scale,Slight
425,1766,loss,Other
425,1795,time,"('2001-01-01', '2004-12-31')"
425,1795,location,"China,Taiwan,南投縣"
425,1795,loss,Other
425,1809,time,"('1995-01-01', '1998-12-31')"
425,1814,time,"('2001-01-01', '2001-12-31')"
425,1814,location,"China,Taiwan,南投縣"
425,1814,loss,Other
425,1849,location,China
425,1849,loss,Other
425,1850,location,"China,Taiwan"
425,1865,location,China
425,1865,loss,Other
425,1866,location,"China,Taiwan,南投縣"
425,1866,loss,Other
425,1888,time,"('1993-09-01', '2000-10-31')"
425,1899,location,China
425,1899,loss,Other
425,1900,location,China
425,1910,location,China
425,1915,location,China
425,1948,location,China
425,1974,location,China
425,1975,location,"China,Taiwan,南投縣"
425,1975,loss,Other
425,1990,time,"('1990-01-01', '1990-12-31')"
425,2019,location,"China,Taiwan,南投縣"
425,2023,location,China
425,2035,time,"('1999-09-13', '1999-09-13')"
433,473,location,United States
433,473,loss,Slight Loss
433,549,location,United States
433,701,time,"('1991-09-01', '1991-09-30')"
433,756,time,"('1991-09-01', '1991-09-30')"
433,784,time,"('1991-09-01', '1991-09-30')"
433,784,loss,Slight Loss
433,841,loss,Slight Loss
433,861,time,"('1991-09-01', '1991-09-30')"
433,956,loss,Slight Loss
433,1026,location,United States
433,1056,loss,Slight Loss
433,1059,location,United States
433,1127,time,"('1991-09-01', '1991-09-30')"
433,1271,location,United States
433,1298,index,Discharge and Precipitation
433,1306,index,Discharge and Precipitation
433,1384,index,Discharge and Precipitation
433,1410,index,Discharge and Precipitation
433,1608,index,Discharge and Precipitation
433,1712,time,"('1991-09-23', '1991-09-23')"
433,1714,time,"('1991-09-01', '1991-09-30')"
433,1743,loss,Slight Loss
433,1753,loss,Slight Loss
433,1910,loss,Slight Loss
433,2035,loss,Slight Loss
437,468,loss,Other
437,501,method,Modeling and Analysis
437,513,loss,Other
437,548,method,Modeling and Analysis
437,549,method,Modeling and Analysis
437,552,location,Japan
437,586,method,Modeling and Analysis
437,589,loss,Other
437,598,location,Japan
437,603,loss,Other
437,603,method,Modeling and Analysis
437,613,loss,Other
437,661,loss,Other
437,701,time,"('2004-01-01', '2004-12-31')"
437,701,location,"Japan,Nagano"
437,756,time,"('2004-01-01', '2004-12-31')"
437,784,time,"('2004-01-01', '2004-12-31')"
437,793,method,Modeling and Analysis
437,811,loss,Other
437,841,method,Modeling and Analysis
437,861,time,"('2004-01-01', '2004-12-31')"
437,861,method,Modeling and Analysis
437,884,method,Modeling and Analysis
437,911,loss,Other
437,922,loss,Other
437,994,loss,Other
437,1002,loss,Other
437,1056,method,Modeling and Analysis
437,1127,time,"('2004-01-01', '2004-12-31')"
437,1224,loss,Other
437,1248,method,Modeling and Analysis
437,1281,method,Modeling and Analysis
437,1339,method,Modeling and Analysis
437,1380,loss,Other
437,1410,loss,Other
437,1410,method,Modeling and Analysis
437,1431,method,Modeling and Analysis
437,1463,method,Modeling and Analysis
437,1472,location,"Japan,Nagano"
437,1494,loss,Other
437,1540,method,Modeling and Analysis
437,1575,loss,Other
437,1575,method,Modeling and Analysis
437,1678,loss,Other
437,1698,method,Modeling and Analysis
437,1701,method,Modeling and Analysis
437,1702,time,"('2004-08-01', '2004-09-30')"
437,1702,loss,Other
437,1704,method,Modeling and Analysis
437,1714,loss,Other
437,1728,loss,Other
437,1766,loss,Other
437,1795,time,"('2004-01-01', '2004-12-31')"
437,1795,loss,Other
437,1814,loss,Other
437,1849,loss,Other
437,1849,method,Modeling and Analysis
437,1865,loss,Other
437,1865,method,Modeling and Analysis
437,1866,loss,Other
437,1899,loss,Other
437,1974,method,Modeling and Analysis
437,1975,loss,Other
437,2041,method,Modeling and Analysis
437,2066,method,Modeling and Analysis
454,465,loss,Huge Loss
454,501,type,Other
454,501,loss,Huge Loss
454,534,loss,Huge Loss
454,548,location,South Korea
454,548,type,Other
454,548,loss,Huge Loss
454,549,loss,Huge Loss
454,552,loss,Huge Loss
454,586,loss,Huge Loss
454,589,scale,Huge
454,705,loss,Huge Loss
454,725,loss,Huge Loss
454,793,type,Other
454,793,loss,Huge Loss
454,811,scale,Huge
454,831,loss,Huge Loss
454,831,scale,Huge
454,884,scale,Huge
454,943,loss,Huge Loss
454,956,type,Other
454,1000,type,Other
454,1002,type,Other
454,1002,scale,Huge
454,1005,type,Other
454,1026,loss,Huge Loss
454,1059,type,Other
454,1085,type,Other
454,1085,scale,Huge
454,1088,loss,Huge Loss
454,1088,scale,Huge
454,1104,loss,Huge Loss
454,1127,loss,Huge Loss
454,1228,type,Other
454,1235,type,Other
454,1235,loss,Huge Loss
454,1235,scale,Huge
454,1248,scale,Huge
454,1253,loss,Huge Loss
454,1271,scale,Huge
454,1281,type,Other
454,1281,loss,Huge Loss
454,1298,loss,Huge Loss
454,1298,scale,Huge
454,1339,loss,Huge Loss
454,1347,type,Other
454,1349,loss,Huge Loss
454,1380,type,Other
454,1384,location,South Korea
454,1384,scale,Huge
454,1410,type,Other
454,1429,location,South Korea
454,1429,type,Other
454,1431,scale,Huge
454,1463,type,Other
454,1472,loss,Huge Loss
454,1487,type,Other
454,1487,loss,Huge Loss
454,1491,type,Other
454,1521,type,Other
454,1521,loss,Huge Loss
454,1535,loss,Huge Loss
454,1535,scale,Huge
454,1575,type,Other
454,1575,scale,Huge
454,1608,loss,Huge Loss
454,1636,loss,Huge Loss
454,1678,type,Other
454,1690,loss,Huge Loss
454,1690,scale,Huge
454,1693,loss,Huge Loss
454,1698,loss,Huge Loss
454,1701,scale,Huge
454,1704,type,Other
454,1704,scale,Huge
454,1712,type,Other
454,1712,loss,Huge Loss
454,1766,type,Other
454,1849,type,Other
454,1849,scale,Huge
454,1888,scale,Huge
454,1900,type,Other
454,1900,loss,Huge Loss
454,1910,type,Other
454,1915,type,Other
454,1923,location,South Korea
454,1923,loss,Huge Loss
454,1974,type,Other
454,1974,loss,Huge Loss
454,1974,scale,Huge
454,1975,type,Other
454,2019,loss,Huge Loss
454,2023,loss,Huge Loss
454,2023,scale,Huge
454,2041,loss,Huge Loss
459,468,location,China
459,468,factor,Geologic Factors
459,501,location,China
459,513,time,"('2008-01-01', '2008-12-31')"
459,513,location,China
459,534,factor,Geologic Factors
459,548,time,"('2011-01-01', '2011-12-31')"
459,586,time,"('2010-06-28', '2010-06-28')"
459,586,location,China
459,603,location,China
459,603,factor,Geologic Factors
459,661,time,"('2008-01-01', '2009-12-31')"
459,661,factor,Geologic Factors
459,705,location,"China,Taiwan,南投縣"
459,725,time,"('2010-01-01', '2010-12-31')"
459,725,factor,Geologic Factors
459,756,time,"('2006-01-01', '2012-12-31')"
459,771,time,"('2006-07-17', '2006-07-17')"
459,784,time,"('2006-01-01', '2009-12-31')"
459,784,location,"China,Taiwan"
459,793,time,"('2009-11-10', '2009-11-10')"
459,811,time,"('2008-05-12', '2008-05-12')"
459,811,location,China
459,819,time,"('2010-12-01', '2010-12-31')"
459,831,location,China
459,858,location,China
459,861,time,"('2006-01-01', '2010-12-31')"
459,863,location,China
459,863,factor,Geologic Factors
459,884,location,China
459,943,time,"('2008-05-12', '2008-05-12')"
459,943,location,China
459,956,location,"China,Taiwan,南投縣"
459,994,location,China
459,1000,location,China
459,1002,time,"('2008-05-12', '2008-05-12')"
459,1002,location,China
459,1005,location,China
459,1056,location,China
459,1085,location,China
459,1127,time,"('2006-01-01', '2012-12-31')"
459,1173,location,China
459,1228,location,"China,Taiwan"
459,1248,location,China
459,1253,time,"('2008-06-01', '2008-06-30')"
459,1281,location,China
459,1306,time,"('2012-09-06', '2012-09-06')"
459,1349,time,"('2010-02-20', '2010-02-20')"
459,1380,time,"('2010-08-13', '2010-08-13')"
459,1380,location,China
459,1380,factor,Geologic Factors
459,1384,time,"('2011-07-27', '2011-07-27')"
459,1429,time,"('2011-07-27', '2011-07-27')"
459,1431,location,China
459,1455,time,"('2009-01-01', '2012-12-31')"
459,1455,location,China
459,1463,location,China
459,1472,time,"('2006-07-19', '2006-07-19')"
459,1487,time,"('2008-01-01', '2008-12-31')"
459,1491,location,China
459,1494,time,"('2009-01-01', '2012-12-31')"
459,1532,factor,Geologic Factors
459,1575,location,China
459,1636,location,"China,Taiwan,南投縣"
459,1636,factor,Geologic Factors
459,1688,factor,Geologic Factors
459,1690,time,"('2009-08-06', '2009-08-09')"
459,1690,location,"China,Taiwan"
459,1693,location,China
459,1698,time,"('2008-05-12', '2008-05-12')"
459,1698,location,China
459,1701,location,China
459,1704,time,"('2009-06-05', '2009-06-05')"
459,1704,location,China
459,1704,factor,Geologic Factors
459,1712,location,China
459,1714,factor,Geologic Factors
459,1743,location,China
459,1753,location,China
459,1795,time,"('2006-01-01', '2009-12-31')"
459,1795,location,"China,Taiwan,南投縣"
459,1814,location,"China,Taiwan,南投縣"
459,1849,location,China
459,1850,time,"('2009-01-01', '2009-12-31')"
459,1850,location,"China,Taiwan"
459,1865,location,China
459,1866,location,"China,Taiwan,南投縣"
459,1899,location,China
459,1900,location,China
459,1900,factor,Geologic Factors
459,1910,location,China
459,1910,factor,Geologic Factors
459,1915,time,"('2008-08-30', '2008-08-30')"
459,1915,location,China
459,1923,time,"('2006-07-01', '2006-07-31')"
459,1948,time,"('2008-05-12', '2008-05-12')"
459,1948,location,China
459,1974,location,China
459,1975,time,"('2009-08-07', '2009-08-09')"
459,1975,location,"China,Taiwan,南投縣"
459,1975,factor,Geologic Factors
459,2019,time,"('2009-08-07', '2009-08-07')"
459,2019,location,"China,Taiwan,南投縣"
459,2023,time,"('2008-05-12', '2008-05-12')"
459,2023,location,China
459,2041,time,"('2009-07-18', '2009-07-19')"
465,501,loss,Huge Loss
465,502,factor,Climate Factors
465,513,method,Field Studies and Experiments
465,534,loss,Huge Loss
465,548,loss,Huge Loss
465,549,loss,Huge Loss
465,552,loss,Huge Loss
465,586,loss,Huge Loss
465,701,time,"('1997-01-01', '1997-12-31')"
465,705,loss,Huge Loss
465,725,loss,Huge Loss
465,756,time,"('1997-01-01', '1997-12-31')"
465,771,method,Field Studies and Experiments
465,784,time,"('1997-01-01', '1997-12-31')"
465,784,factor,Climate Factors
465,793,loss,Huge Loss
465,831,loss,Huge Loss
465,858,factor,Climate Factors
465,861,time,"('1997-01-01', '1997-12-31')"
465,861,factor,Climate Factors
465,863,method,Field Studies and Experiments
465,911,location,Portugal
465,943,loss,Huge Loss
465,1026,loss,Huge Loss
465,1085,method,Field Studies and Experiments
465,1088,loss,Huge Loss
465,1088,factor,Climate Factors
465,1104,loss,Huge Loss
465,1127,time,"('1997-01-01', '1997-12-31')"
465,1127,loss,Huge Loss
465,1127,factor,Climate Factors
465,1224,method,Field Studies and Experiments
465,1235,loss,Huge Loss
465,1253,loss,Huge Loss
465,1271,method,Field Studies and Experiments
465,1281,loss,Huge Loss
465,1298,loss,Huge Loss
465,1306,method,Field Studies and Experiments
465,1339,loss,Huge Loss
465,1349,location,Portugal
465,1349,loss,Huge Loss
465,1380,method,Field Studies and Experiments
465,1410,factor,Climate Factors
465,1440,time,"('1997-12-26', '1997-12-26')"
465,1472,loss,Huge Loss
465,1487,loss,Huge Loss
465,1494,factor,Climate Factors
465,1521,loss,Huge Loss
465,1521,method,Field Studies and Experiments
465,1535,loss,Huge Loss
465,1608,loss,Huge Loss
465,1636,loss,Huge Loss
465,1636,method,Field Studies and Experiments
465,1678,factor,Climate Factors
465,1690,loss,Huge Loss
465,1693,loss,Huge Loss
465,1698,loss,Huge Loss
465,1712,loss,Huge Loss
465,1714,time,"('1997-01-01', '1997-12-31')"
465,1758,method,Field Studies and Experiments
465,1795,factor,Climate Factors
465,1809,time,"('1997-01-01', '1997-12-31')"
465,1888,time,"('1997-01-01', '1997-12-31')"
465,1900,loss,Huge Loss
465,1910,method,Field Studies and Experiments
465,1915,method,Field Studies and Experiments
465,1923,loss,Huge Loss
465,1948,method,Field Studies and Experiments
465,1974,loss,Huge Loss
465,1974,factor,Climate Factors
465,2019,loss,Huge Loss
465,2023,loss,Huge Loss
465,2041,loss,Huge Loss
468,501,location,China
468,502,index,Volume
468,513,location,China
468,513,loss,Other
468,534,factor,Geologic Factors
468,549,time,"('2014-01-01', '2014-12-31')"
468,586,location,China
468,586,index,Volume
468,589,loss,Other
468,603,location,China
468,603,loss,Other
468,603,factor,Geologic Factors
468,613,loss,Other
468,661,loss,Other
468,661,index,Volume
468,661,factor,Geologic Factors
468,705,location,China
468,706,index,Volume
468,725,factor,Geologic Factors
468,756,index,Volume
468,784,location,China
468,811,location,China
468,811,loss,Other
468,819,index,Volume
468,831,location,China
468,841,index,Volume
468,858,location,China
468,858,index,Volume
468,863,location,China
468,863,factor,Geologic Factors
468,884,location,China
468,911,loss,Other
468,911,index,Volume
468,922,loss,Other
468,922,index,Volume
468,943,location,China
468,956,location,China
468,994,location,China
468,994,loss,Other
468,1000,location,China
468,1002,location,China
468,1002,loss,Other
468,1005,location,China
468,1056,location,China
468,1085,location,China
468,1127,time,"('2014-01-01', '2014-12-31')"
468,1173,location,China
468,1224,loss,Other
468,1224,index,Volume
468,1228,location,China
468,1235,index,Volume
468,1248,location,China
468,1277,time,"('2014-09-01', '2014-09-30')"
468,1281,location,China
468,1298,time,"('2014-05-01', '2014-05-31')"
468,1339,index,Volume
468,1380,location,China
468,1380,loss,Other
468,1380,factor,Geologic Factors
468,1410,loss,Other
468,1431,location,China
468,1455,location,China
468,1463,location,China
468,1487,index,Volume
468,1491,location,China
468,1491,index,Volume
468,1494,loss,Other
468,1532,factor,Geologic Factors
468,1575,location,China
468,1575,loss,Other
468,1636,location,China
468,1636,factor,Geologic Factors
468,1678,loss,Other
468,1688,index,Volume
468,1688,factor,Geologic Factors
468,1690,location,China
468,1693,location,China
468,1693,index,Volume
468,1698,location,China
468,1701,location,China
468,1702,loss,Other
468,1704,location,China
468,1704,index,Volume
468,1704,factor,Geologic Factors
468,1712,location,"China,Yunnan"
468,1712,index,Volume
468,1714,loss,Other
468,1714,factor,Geologic Factors
468,1728,loss,Other
468,1743,location,China
468,1753,location,China
468,1766,loss,Other
468,1795,location,China
468,1795,loss,Other
468,1814,location,China
468,1814,loss,Other
468,1849,location,China
468,1849,loss,Other
468,1850,location,China
468,1865,location,"China,Yunnan"
468,1865,loss,Other
468,1866,location,China
468,1866,loss,Other
468,1899,location,China
468,1899,loss,Other
468,1900,location,China
468,1900,factor,Geologic Factors
468,1910,location,China
468,1910,factor,Geologic Factors
468,1915,location,China
468,1948,location,China
468,1974,location,China
468,1974,index,Volume
468,1975,location,China
468,1975,loss,Other
468,1975,factor,Geologic Factors
468,2019,location,China
468,2023,location,China
473,549,location,United States
473,549,index,Deformation Rate
473,701,time,"('1996-01-01', '1996-12-31')"
473,756,time,"('1996-01-01', '1996-12-31')"
473,784,time,"('1996-01-01', '1996-12-31')"
473,784,loss,Slight Loss
473,841,loss,Slight Loss
473,861,time,"('1996-01-01', '1996-12-31')"
473,956,loss,Slight Loss
473,1026,location,United States
473,1056,loss,Slight Loss
473,1056,index,Deformation Rate
473,1059,location,United States
473,1127,time,"('1996-01-01', '1996-12-31')"
473,1271,location,United States
473,1532,index,Deformation Rate
473,1714,time,"('1996-01-01', '1996-12-31')"
473,1743,loss,Slight Loss
473,1753,loss,Slight Loss
473,1809,time,"('1996-01-01', '1996-12-31')"
473,1888,time,"('1996-01-01', '1996-12-31')"
473,1910,loss,Slight Loss
473,1910,index,Deformation Rate
473,1948,index,Deformation Rate
473,2035,loss,Slight Loss
501,513,location,"China,Sichuan"
501,534,loss,Huge Loss
501,548,type,Other
501,548,loss,Huge Loss
501,548,method,Modeling and Analysis
501,549,loss,Huge Loss
501,549,method,Modeling and Analysis
501,552,loss,Huge Loss
501,586,location,China
501,586,loss,Huge Loss
501,586,method,Modeling and Analysis
501,603,location,"China,Sichuan,Chengdu"
501,603,method,Modeling and Analysis
501,705,location,China
501,705,loss,Huge Loss
501,725,loss,Huge Loss
501,756,time,"('2013-07-20', '2013-07-20')"
501,784,location,China
501,793,type,Other
501,793,loss,Huge Loss
501,793,method,Modeling and Analysis
501,811,location,"China,Sichuan,Chengdu"
501,831,location,"China,Sichuan,Chengdu"
501,831,loss,Huge Loss
501,841,method,Modeling and Analysis
501,858,location,China
501,861,method,Modeling and Analysis
501,863,location,"China,Sichuan"
501,884,location,"China,Sichuan"
501,884,method,Modeling and Analysis
501,943,location,"China,Sichuan"
501,943,loss,Huge Loss
501,956,location,China
501,956,type,Other
501,994,location,"China,Sichuan"
501,1000,location,China
501,1000,type,Other
501,1002,location,"China,Sichuan"
501,1002,type,Other
501,1005,location,China
501,1005,type,Other
501,1026,loss,Huge Loss
501,1056,location,China
501,1056,method,Modeling and Analysis
501,1059,type,Other
501,1085,location,"China,Sichuan"
501,1085,type,Other
501,1088,loss,Huge Loss
501,1104,loss,Huge Loss
501,1127,time,"('2013-07-20', '2013-07-20')"
501,1127,loss,Huge Loss
501,1173,location,China
